id,borough,bedrooms,bathrooms,summary,displayAddress,latitude,longitude,updateDate,price_amount,displaySize_sqft,property_sub_type
172582073,Greenwich,2,2.0,Stunning 26th floor 2 bedroom apartment in the much sought after 'Waterman' building; located in the Lower Riverside neighbourhood of Greenwich Peninsula. Fantastic panoramic views; residents cinema and 24hr concierge.,The Waterman; 5 Tidemill Square; Lower Riverside; Greenwich Peninsula; SE10,51.4979,0.01129,2026-03-05T02:44:46Z,650000,737.0,Flat
172581404,Greenwich,1,1.0,To be sold at an online auction. For further information; viewing times and legal documentation; please visit bidx1.com,Garda House; Cable Walk; London; SE10,51.49027,0.004384,2026-03-29T09:54:26Z,270000,,Flat
172581074,Greenwich,2,1.0,Located in a great position in the leafy North Park and within a short stroll of the hustle and bustle of Eltham high street. This is a top floor balcony apartment with a fantastic feeling of space; including a large dual aspect lounge and diner with balcony; 2 good size bedrooms and bathroom wit...,North Park; Eltham,51.448933,0.06072,2026-03-25T03:33:54Z,350000,,Flat
173570588,Hackney,2,1.0,Positioned on one of Highbury’s most sought-after residential streets; this well-presented garden apartment offers a wonderful balance of light; space and tranquillity; set within an attractive period building and benefitting from its own private entrance.Leconfield Road is a quiet; tree-lined ad...,Leconfield Road; London; N5,51.553992,-0.089319,2026-03-23T15:03:05Z,700000,717.0,Flat
173822825,Hackney,2,1.0,Yopa proudly present this spacious two double bedroom apartment; extending to approx. 882 sq ft. Set on the second floor within the sought-after Frampton Park development; the property features a bright west-facing balcony.,Loddiges Road; London; E9,51.542682,-0.049109,2026-03-28T08:12:03Z,610000,,Apartment
167035595,Hackney,1,1.0,Hoffman Square Development | Grade II Listed | Spacious One-Bedroom Apartment | Over 1;000 sq ft | Vaulted Ceilings | No Onward Chain | Excellent Transport Links,Hoffman Square; Chart Street; Hoxton; London; N1,51.52802,-0.0847,2026-03-27T18:13:36Z,650000,1023.0,Apartment
173813249,Hackney,2,2.0,A modernised; three storey house with a large roof terrace located in Trafalgar Mews. The ground floor offers of a large double bedroom; featuring an en suite bathroom; and a space perfect for a laundry room. The first floor features a second double bedroom and the family bathroom and above this ...,Trafalgar Mews; Hackney Wick,51.546693,-0.030722,2026-03-27T17:43:04Z,850000,,House
173810000,Hackney,2,1.0,This well-presented ground floor apartment offers two spacious double bedrooms; making it an ideal choice for couples; small families; or those seeking additional space for working from home. The property benefits from gas central heating throughout; ensuring comfort year-round; and features a ge...,Lynmouth Road; London,51.568759,-0.070576,2026-03-28T09:51:48Z,450000,819.0,Flat
173805113,Hackney,3,1.0,An extremely spacious (915 sq ft; 85 sq m) upper; split level maisonette with demised loft space. The property will come with a new 250 yr lease; peppercorn ground rent and service charges simply 50% of the costs of the building.,Brooke Road; London; N16,51.560827,-0.065899,2026-03-27T23:18:07Z,650000,915.0,Maisonette
172781630,Hackney,2,1.0,Set within an attractive Victorian conversion; this beautifully refurbished 720 sq ft top floor apartment offers stylish; turnkey living with a high-end finish throughout.,Farleigh Road; London; N16,51.554771,-0.070476,2026-03-27T15:54:12Z,550000,720.0,Flat
173802815,Hackney,1,1.0,* Guide Price £425;000-£450;000* A well-presented one-bedroom apartment located on the second floor of this highly desirable development; moments from the iconic Queen Elizabeth Olympic Park. This beautifully appointed home offers bright and contemporary living; ideal for ...,Waterden Road; Stratford; London; E20,51.545351,-0.019557,2026-03-27T15:54:06Z,425000,590.0,Apartment
173801744,Hackney,3,1.0,******This property is SSTC with a sitting tenant *********A spacious three double bedroom apartment; set on the second floor of this well-located purpose-built ex-local authority block.The property has been well maintained throughout and offers generous; well-proportioned accommodation; comprisi...,Stamford Hill; Arran House Stamford Hill; N16,51.570105,-0.071645,2026-03-27T15:43:07Z,375000,786.0,Flat
173801630,Hackney,1,1.0,A stunning; one double bedroom period conversion set across the first floor of this handsome Victorian building in N4. Offered to the market on a chain free basis; the property benefits from a north-south facing aspect allowing for an abundance of natural light to pour into every room. Accommodat...,Gloucester Drive; Finsbury Park; N4,51.566967,-0.094898,2026-03-28T12:05:04Z,425000,407.0,Apartment
172318091,Hackney,1,1.0,Offered to the market chain free; this well presented one bedroom second floor apartment is set within a modern purpose-built building; ideally positioned alongside Regent’s Canal and within easy reach of Shoreditch; Angel; Dalston and Haggerston. The property offers bright and well bala...,Devizes Street; London; N1,51.536399,-0.087259,2026-03-27T18:03:14Z,375000,445.0,Apartment
173799218,Hackney,3,1.0,Offered to the market chain free is this well-proportioned three bedroom split level maisonette; arranged over the ground and first floors; extending to approximately 1;018 sq ft (94.6 sq m) and benefitting from a private patio garden to the rear. The property offers generous internal li...,Myrtle Walk; London; N1,51.530548,-0.082457,2026-03-27T18:05:22Z,625000,1018.0,Maisonette
173799191,Hackney,2,1.0,A well-presented two-bedroom apartment set on the top floor of an attractive boutique development on Albion Grove; Stoke Newington. The property benefits from a share of freehold and offers a great balance of character and modern living; with a well-proportioned layout throughout. The ...,Albion Grove; London; N16,51.556743,-0.082244,2026-03-27T15:10:08Z,625000,,Apartment
170575358,Hackney,2,2.0,Spanning 749 sq. ft.; this attractive two-bedroom; two bathroom apartment with private balcony and dual aspect is set within the popular Wharf Road development with a stunning canal-side view. This stunning two-bedroom flat is placed within a prestigious modern canal-side development c...,Wharf Road; Angel; N1,51.532735,-0.096629,2026-03-27T15:00:56Z,685000,749.0,Apartment
173797703,Hackney,1,1.0,Remarkable triplex loft apartment; with unique industrial design by renowned Azman Architects; vast ceilings and secured parking; moments from Victoria Park.,Bramshaw Road; London; E9,51.5435,-0.04193,2026-03-28T10:08:44Z,750000,1256.0,Apartment
167396300,Hackney,1,1.0,A charming 1 bedroom flat situated on the 2nd floor of a secure purpose build block; boasting bright accommodation throughout and an excellent Dalston location.,Mayfield Close; Dalston; London; E8,51.54376,-0.07437,2026-03-27T14:44:33Z,375000,554.0,Flat
167396288,Hackney,2,2.0,Set within an award-winning development with an on-site concierge; this stunning 2 bedroom first floor flat features contemporary living space finished to a high standard throughout.,The Arthaus; Hackney; London; E8,51.54357,-0.05736,2026-03-27T14:44:31Z,460000,793.0,Flat
167396219,Hackney,1,1.0,A lovely 1 bedroom flat situated on the ground floor of a secured gated development boasting a recent refurbishment and direct access to the communal garden.,Leabank Square; Hackney; London; E9,51.54519,-0.0247,2026-03-27T14:44:20Z,350000,486.0,Flat
168317636,Hackney,4,2.0,A wonderful 4 bedroom semi detached period home arranged over 4 floors. The property boasts large floor to ceiling panelled sash windows; wooden floorboards throughout and a large sunny private garden.,Brownlow Road; London Fields; London; E8,51.53809,-0.06841,2026-03-27T14:43:29Z,1850000,1416.0,House
167331674,Hackney,2,2.0,This beautifully finished two bedroom apartment; set within the popular One Crown Place; is available for sale through Prime London. The property comprises 889 sq ft (82.62 sqm) and has been thoughtfully designed with high end finishes throughout. The property features two spacious ...,One Crown Place; 19 Sun Street; Shoreditch,51.520233,-0.084334,2026-03-27T14:30:54Z,1200000,889.0,Apartment
172961363,Hackney,3,1.0,An excellent opportunity to acquire this spacious triple aspect three double bedroom garden flat located in the heart of De Beauvoir Town.,Stamford Road; de Beauvoir; N1,51.543694,-0.078818,2026-03-27T14:15:48Z,795000,684.0,Flat
173793404,Hackney,4,2.0,A well-executed modern terraced house arranged over three floors; offering four bedrooms with two flexible spaces currently utilised as a gym and an office; making a six bed very possible. Plus; two bathrooms and a series of versatile living spaces designed for contemporary family life. Clean li...,Richmond Road; London Fields; Hackney; London; E8,51.543119,-0.071046,2026-03-27T14:09:04Z,1750000,,Terraced
173788484,Hackney,2,1.0,Set within a beautiful period conversion; this stunning 2 bedroom flat boasts stylish interiors throughout; high ceilings; generous rooms and a communal garden in the heart of Newington Green.,Albion Road; N16; Stoke Newington; London; N16,51.55747,-0.0823,2026-03-27T12:54:05Z,825000,759.0,Flat
173788475,Hackney,2,2.0,Set in the heart of Newington Green on a quiet road; this freehold house is saturated with natural light. A rare combination of contemporary living; character; charm and convenience.,Church Walk; Stoke Newington; London; N16,51.55623,-0.08351,2026-03-27T15:44:01Z,825000,830.0,House
173788466,Hackney,1,1.0,A stunning 1 bedroom apartment situated on the 6th floor in the centre of Stamford Hill with scenic views over Clapton Common and the Woodberry Down Reservoir.,Upper Clapton Road; E5; Upper Clapton; London; E5,51.57297,-0.06839,2026-03-27T12:54:03Z,400000,643.0,Flat
173617736,Hackney,3,4.0,An exceptional opportunity to acquire a luxurious duplex penthouse set atop the prestigious Principal Tower; a landmark development by Concord London. This remarkable residence is flooded with natural light through expansive floor-to-ceiling windows; showcasing spectacular panoramic views acr...,Principal Place; Shoreditch; EC2A,51.522086,-0.078758,2026-03-24T11:51:09Z,8500000,,Penthouse
87623391,Hackney,2,1.0,A bright and well-proportioned two bedroom flat on the first floor of a handsome terrace on Goldsmiths Row. Just off Hackney Road; weekend markets and much-loved independent cafés all within easy reach; along with canal-side walks. Only moments from Cambridge Heath Overground; it’s a lively East ...,Goldsmiths Row; Hackney,51.533153,-0.065415,2026-03-29T11:46:14Z,550000,669.0,Flat
172563587,Hackney,4,2.0,A particularly spacious top floor; duplex apartment within an attractive modern development; just moments from Old Street Tube and central Shoreditch. Set in a quiet location; the property boasts four bedrooms; a large private balcony and an 1151 sq ft floorplan.,Nile Street; Shoreditch; London; N1,51.529144,-0.089872,2026-03-27T12:27:24Z,835000,,Duplex
172603418,Hackney,1,1.0,Beautifully Refurbished One Bedroom Property close by London Fields in Hackney; E8,Colvestone Crescent; London; E8,51.548804,-0.07136,2026-03-27T11:04:20Z,500000,553.0,Character Property
173778413,Hackney,2,1.0,This striking apartment offers the ultimate in contemporary urban living and forms part of the eighth floor of this architecturally dynamic; beautifully appointed development. Set within landscaped grounds; with a concierge; passenger lift; a residents gymnasium and offering panoramic views acros...,Vanguard House; 70 Martello Street; London; E8,51.54,-0.06,2026-03-27T10:52:08Z,550000,,Flat
173775761,Hackney,1,1.0,Set on the first floor of a period conversion on Clarence Road; this beautifully presented one-bedroom conversion offers bright; well-proportioned living space in a desirable location. The property features a spacious and light-filled reception room; enhanced by large windows that allo...,Clarence Road; London; E5,51.554821,-0.056251,2026-03-27T10:14:10Z,375000,437.0,Apartment
172753310,Hackney,3,1.0,Spanning over 800 sq ft; this ground-and-first-floor maisonette offers a South Westerly facing living room that flows directly onto a private rear garden; a modern separate kitchen; two double bedrooms; a generous single/office room; a family bathroom upstairs; and a separate WC downstairs; with ...,Wimbourne Court; Wimbourne Street; London; N1,51.53324,-0.089119,2026-03-27T18:02:35Z,530000,818.0,Maisonette
173773283,Hackney,1,1.0,A charming one-bedroom Victorian Conversion with a study area located on the desirable Burma Road. Offered with a Share of Freehold; this well-presented home is perfect for a first time buyer. Lovingly kept by its current owners; and boasting wooden flooring and large sash windows; th...,Burma Road; London; N16,51.556259,-0.08788,2026-03-27T09:43:06Z,500000,560.0,Apartment
161410820,Hackney,1,1.0,A beautifully designed 1-bedroom flat in the heart of Hackney on the vibrant Chatsworth Road. This property offers contemporary living with a thoughtfully planned layout and a host of modern features.,Chatsworth Road; London; E5,51.55326,-0.04512,2026-03-29T03:52:21Z,355000,,Apartment
173772656,Hackney,2,2.0,A stunning 2-bedroom; 2-bathroom apartment on the first floor of a modern industrial-style development. Spanning 860 sq ft; it features lift access; two private balconies; lime-washed wooden floors; and large triple-glazed windows flooding the space with natural light. The open-plan kitchen inclu...,Cremer Street; London; E2,51.53054,-0.07617,2026-03-27T18:02:32Z,750000,,Flat
170536577,Hackney,2,2.0,A luxury two bedroom apartment; perfectly located on the 13th floor of this prestigious development; One Crown Place. Located on the 13th floor of the North Residences and offering North - Easterly views; this luxury apartment beautifully crafted by Bowler James Brindley; co...,One Crown Place; 19 Sun Street; EC2A,51.522033,-0.078802,2026-03-27T09:17:09Z,1200000,889.0,Apartment
173771075,Hackney,2,1.0,This glorious garden flat has accommodation beautifully arranged over the lower ground floor of this enchanting four-storey Victorian house. Offering the perfect mix of characterful features and striking modern designs. Composed of its own private entrance; with an understairs utility and storage...,St. Mark's Rise; London; E8,51.55064,-0.0712,2026-03-27T18:02:24Z,700000,855.0,Flat
173770292,Hackney,1,1.0,A one double bedroom thirteenth floor apartment with far reaching south facing views of Central London. This property has open plan kitchen and living room with floor to ceiling windows and a balcony. There is a centralised modern bathroom; lift access and it is being offered chain free.,Martello Street; Hackney,51.543189,-0.057044,2026-03-27T08:43:04Z,440000,,Flat
173764865,Hackney,1,1.0,This modern flat is located in The Parkhouse on Kayani Avenue; London. The property features a sleek kitchen; a spacious living area; and access to a gym and indoor pool. The flat is designed with contemporary finishes and large windows; providing ample natural light. Situated in a convenient loc...,The Parkhouse; 3 Kayani Avenue; London; N4,51.570473,-0.092046,2026-03-27T00:23:02Z,485000,,Flat
173761226,Hackney,2,2.0,Extending to 814 sq ft; a modern home positioned in a popular location with the additional benefit of a home office positioned on the second floor.,Lampard Grove; London,51.567234,-0.06907,2026-03-26T18:23:03Z,800000,814.0,Semi-Detached
173754167,Hackney,2,1.0,Well portioned two bedroom furnished apartment within Finsbury Park. Modern fitted bathroom and kitchen. Great transport links to with easy access to Stoke Newington; Camden; Islington; Highbury; The City and West End.,Adolphus Road; London; N4,51.56665,-0.09909,2026-03-27T11:40:11Z,675000,748.0,Apartment
173326961,Hackney,1,1.0,This beautifully maintained apartment offers a superb standard of living; with thoughtful design elements and a highly desirable location. Lovelace Street is on a quiet residential street in Haggerston and close to Broadway Market (0.6 miles) with its array of cafes; restaurants and pu...,North Mill Apartments; Hackney; E8,51.537988,-0.07275,2026-03-29T03:52:59Z,400000,486.0,Flat
171730913,Hackney,2,2.0,A two modern two double bedroom; two bathroom apartment with a private west facing balcony. This property has been lovingly furnished and decorated by the current owner; comes with floor to ceiling windows throughout and offer open plan living and kitchen area with a centralised island. In additi...,Wallis Road; Hackney,51.544083,-0.023929,2026-03-26T16:09:34Z,585000,,Flat
173751263,Hackney,2,2.0,A stunning 2-bedroom; 2-bathroom apartment on the first floor of a modern industrial-style development. Spanning 860 sq ft; it features lift access; two private balconies; lime-washed wooden floors; and large triple-glazed windows flooding the space with natural light. The open-plan kitchen inclu...,Cremer Street; Hoxton,51.530581,-0.076072,2026-03-26T15:52:11Z,775000,818.0,Flat
173751260,Hackney,2,2.0,A stunning 2-bedroom; 2-bathroom apartment on the first floor of a modern industrial-style development. Spanning 860 sq ft; it features lift access; two private balconies; lime-washed wooden floors; and large triple-glazed windows flooding the space with natural light. The open-plan kitchen inclu...,Cremer Street; Hoxton,51.530581,-0.076072,2026-03-26T15:52:11Z,750000,829.0,Flat
171921800,Hackney,2,2.0,Occupying a sought-after corner position on the second floor of the prestigious Dalston Curve development; this immaculately presented two bedroom; two bathroom apartment with private balcony offers contemporary living in the heart of East London. The bright and spacious open-plan rece...,Ashwin Street; London; E8,51.547064,-0.075245,2026-03-27T08:14:51Z,525000,,Apartment
173749442,Hackney,3,2.0,Modern spacious three bedroom; two bathroom apartment with private terrace; offering 894 sq ft of living accommodation; directly located opposite Finsbury Park itself.,Sunflower Court; N4 2ER,51.572513,-0.09191,2026-03-26T15:31:06Z,550000,,Apartment
87710766,Hackney,1,1.0,An amazing 1 bedroom flat situated on the first floor of a modern development boasting spacious interiors throughout; lovely private balcony and an excellent Dalston location.,Boleyn Road; Dalston; London; N16,51.54721,-0.07625,2026-03-26T14:54:08Z,450000,679.0,Flat
173746025,Hackney,3,0.0,Castles presents this sizeable three-bedroom maisonette; spanning three floors and offering an exciting opportunity for buyers looking to create a home tailored to their own taste and style. The property comprises two well-proportioned double bedrooms alongside a slightly smaller third double bed...,Tresham Walk; London,51.550598,-0.049895,2026-03-27T15:34:32Z,550000,,House
173112287,Hackney,2,1.0,A spacious two-bedroom apartment measuring an impressive 774 sq ft; set on the second floor of this modern development in the highly sought-after Woodberry Down area.,Parkway Apartments; Goodchild Road; N4,51.570977,-0.090134,2026-03-26T14:47:12Z,550000,883.0,Flat
173638676,Hackney,2,1.0,An exceptionally well-presented duplex apartment on the top two floors of a period property in the heart of Lower Clapton; with its array of cosmopolitan eateries and independent retailers and within a few moments' walk of Hackney Downs. Public transport at Hackney Central; Hackney Downs and Clap...,Clarence Road; London,51.555141,-0.056133,2026-03-24T16:36:12Z,575000,,Flat
173745431,Hackney,2,2.0,2 bedroom; 2 bathroom apartment with private balcony located close to Old Street Station.,East Road; Old Street; N1,51.5302,-0.08619,2026-03-26T14:39:08Z,625000,712.0,Apartment
173745227,Hackney,5,4.0,Guide Price £2.000;000 - £2.150;000. Situated on one of Stoke Newington`s premium roads; comes this exceptional residence providing five bedrooms and four bathrooms measuring in excess of 2300 Sq ft which has been lovingly refurbished with the advice from an interior designer. OFFERED CHAIN FREE.,Farleigh Road N16; Stoke Newington,51.55477,-0.070502,2026-03-27T04:30:12Z,2000000,,House
172296365,Hackney,1,1.0,A beautifully presented; one double bedroom apartment set in this handsome; detached Victorian building in N4. Set on the second (top) floor; the property has been tastefully decorated throughout and makes an ideal first-time purchase or investment. Accommodation comprises of a spacious hallway u...,Queens Drive; London; N4,51.564581,-0.099906,2026-03-26T14:25:29Z,425000,465.0,Apartment
167521097,Hackney,2,2.0,New build with amenities; exceptional location in London Zone 1; 5 minutes walk to Old Street Station.,The Atlas Building; City Road; EW1V,51.5274,-0.088301,2026-03-26T14:13:51Z,999000,797.0,Apartment
173743514,Hackney,2,2.0,A unique and impressive two bedroom apartment in the Grade II Listed building; the German Hospital. The property benefits from having it's own private entrance; two bathrooms; high ceilings and dual aspect sash windows. The building has communal gardens.,Ritson Road; Hackney,51.547172,-0.066878,2026-03-26T14:13:08Z,800000,,Flat
173742521,Hackney,2,2.0,A truly unique split-level home with two terraces overlooking Shoreditch Park and skyline views on a prime corner plot. Viewings highly recommended; by appointment only.,Bridport Place; Shoreditch; London; N1,51.53496,-0.08599,2026-03-26T14:01:07Z,1500000,1493.0,Flat
173741216,Hackney,2,1.0,Castles Hackney present this spacious two double bedroom ground floor flat; offering an excellent opportunity for buyers seeking a property with strong potential. The home features two well-proportioned double bedrooms; a generous living area with double doors leading through to the kitchen; and ...,Monteagle Way; London,51.557796,-0.062695,2026-03-26T14:51:04Z,450000,679.0,Flat
163330460,Hackney,6,3.0,A fantastic opportunity to purchase this Victorian double fronted house | Six Bedrooms | West facing garden | 2475 sq. ft,Allerton Road; London,51.564819,-0.091765,2026-03-26T13:16:07Z,1750000,2475.0,House
168044900,Hackney,2,1.0,Spacious 5th-floor 2-bed 753 sq ft with an extra-large 141 sq ft balcony beside Shoreditch Park. Bright open-plan living; integrated kitchen and fitted bedroom storage. Concierge; parcel room; roof terrace with garden room; cycle storage.,Bridport Place; Colville Estate; London; N1,51.53668,-0.08635,2026-03-26T13:08:26Z,825000,753.0,Apartment
173738660,Hackney,2,2.0,Lovely 2 bedroom flat offering spacious and sun lit interiors throughout; 2 sleek bathrooms; fully fitted kitchen; private balcony; dedicated storage space and an elegant open plan reception room.,City Road; EC1V; Old Street; London; EC1V,51.52745,-0.08832,2026-03-26T12:55:07Z,770000,689.0,Flat
162310964,Hackney,3,2.0,A rare opportunity to acquire a freehold; three bedroom townhouse with a balcony and secure parking space in the heart of Shoreditch.,Boundary Street; London; E2,51.526907,-0.076294,2026-03-26T12:42:29Z,945000,1342.0,House
169371845,Hackney,3,2.0,Positioned on a peaceful stretch of Boundary Street with direct views over the beautiful grounds of Shoreditch Church; this three-bedroom house offers superb potential in one of East London’s most desirable locations. Set over three floors; the home opens with a welcoming hallway...,Boundary Street; London; E2,51.52691,-0.076235,2026-03-27T08:17:28Z,945000,,Terraced
166542140,Hackney,6,0.0,Symon Smith Estate Agents are delighted to offer a rare to the market family home located on desirable and highly sought after residential street in Stoke Newington; neighbouring Clissold Park as well as some of Stoke Newington's highly thought of primary schools and a wide and eclectic range of ...,Allerton Road; London,51.5648,-0.091703,2026-03-26T12:27:15Z,1750000,,House
172325660,Hackney,2,1.0,*GUIDE PRICE £500;000 - £520;000* Two-Bedroom First Floor Apartment in Murray Grove; London N1 Situated within a secure gated development; this well-presented two-bedroom first floor apartment offers modern living in a highly sought-after North London location.,Murray Grove; London; N1,51.530885,-0.089248,2026-03-26T12:22:23Z,500000,,Apartment
173734076,Hackney,1,2.0,An outstanding and architecturally striking Grade 2 listed loft apartment; set within an impressive converted Victorian Institute; offering an exceptional blend of heritage character and contemporary sophistication. Defined by its grand proportions; the property showcases soaring ceili...,Dalston Lane; London; E8,51.549,-0.060173,2026-03-26T12:55:07Z,500000,,Apartment
173733218,Hackney,1,1.0,Exceptional bright and spacious 706 sq ft one double bedroom flat for sale with a large terrace with breathtaking views over the East and West Reservoir and New River Walk; set on the fourteenth floor of this highly sought after modern development with communal gardens; concierge; a gym; sauna an...,Devan Grove; Hackney; London; N4,51.57186,-0.088685,2026-03-28T03:54:23Z,600000,,Flat
173529026,Hackney,3,2.0,PRICE RANGE £700;000 - £750;000 John D Wood & Co are delighted to offer this three bedroom apartment in Alpha House; E8. Set in an all private; boutique development located in the heart of London’s most fashionable and fast emerging new hotspots for luxury living....,Tyssen Street; London; E8,51.547044,-0.071565,2026-03-26T11:34:46Z,700000,,Flat
173727731,Hackney,2,1.0,Situated within a secure gated low-rise development; this well-presented two-bedroom split-level maisonette is arranged over the ground and first floors. The property boasts a generously sized reception room; perfect for both relaxing and entertaining; alongside a separate kitchen. There...,Charles Square Estate; London,51.527496,-0.083798,2026-03-27T17:12:07Z,425000,715.0,Flat
166712996,Hackney,1,1.0,The Home This beautifully renovated modern home on Killowen Road; merges timeless style with contemporary comforts. Designed with a focus on open-plan living and natural light; this property offers a carefully thought-out layout across two floors; complete with a Juliette balcony. Origin...,Killowen Road; Hackney,51.543483,-0.046536,2026-03-26T10:40:29Z,585000,577.0,House
171257339,Hackney,2,2.0,*** This property is EWS1 compliant *** A stylish South facing two-bedroom plus study; two-bathroom apartment on the twenty-first floor of a striking high-end development.,Eagle Point; London; EC1V,51.528157,-0.089521,2026-03-26T10:31:03Z,1000000,,Flat
171257471,Hackney,3,2.0,*EWS1 COMPLIANT* A stylish South facing two-bedroom plus study; two-bathroom apartment on the twenty-first floor of a striking high-end development.,Eagle Point; London; EC1V,51.528094,-0.089403,2026-03-26T10:39:03Z,1000000,,Flat
173725805,Hackney,1,1.0,This well-proportioned one-bedroom apartment offers a substantial private balcony capturing western light and views. Located in a highly desirable City of London development; the property benefits from exceptional residents' amenities designed for modern luxury living.,Principal Tower; Principal Place; EC2A,51.52199,-0.07889,2026-03-27T10:53:23Z,670000,535.0,Apartment
173724677,Hackney,4,2.0,A remarkable and grand three-storey mid-terrace Victorian home just under 2;400 sq. feet. Located in the most desirable location in Stoke Newington; within Clissold Park Conservation area and with views of the acclaimed St Mary´s Church and gardens. Maintaining the original and intricate Vic...,Albion Road; London,51.56038,-0.08406,2026-03-27T13:10:43Z,2350000,2379.0,Terraced
173711936,Hackney,2,2.0,Stylish 2-bedroom canal-side apartment with open-plan living; private balcony and premium finishes. Just 0.6 km from Cambridge Heath Station; close to vibrant Broadway Market.,WME8; Sheep Lane; London; E8,51.534871,-0.059646,2026-03-25T23:40:03Z,795000,829.0,Apartment
169371350,Hackney,2,2.0,Introducing an immaculate two-bedroom; two-bathroom penthouse in the heart of Shoreditch; combining modern sophistication with the area’s unmistakable urban character. Flooded with natural light from expansive windows; the apartment offers a bright; airy feel throughout and a beautifully de...,Hackney Road; London; E2,51.527826,-0.076132,2026-03-25T15:15:20Z,575000,,Apartment
173711939,Hackney,1,1.0,Bright 1-bedroom canal-side apartment (569 sq ft) with open-plan living; private balcony and stylish finishes. Just 0.6 km from Cambridge Heath Station; close to vibrant Broadway Market.,1 Bedroom Apartments; Watermark; Sheep Lane; London; E8,51.534871,-0.059646,2026-03-27T23:39:09Z,625000,569.0,Apartment
173709506,Hackney,1,1.0,Offered chain free; this beautifully presented one bedroom first floor flat is set within an attractive period conversion on the ever-popular Albion Road; Stoke Newington; extending to approximately 463 sq ft (43.0 sq m). The property offers a bright and spacious open plan kitchen and re...,Albion Road; London; N16,51.553844,-0.084887,2026-03-26T09:54:27Z,590000,463.0,Flat
173707982,Hackney,2,1.0,Situated on the third floor of this popular ex-local authority block is this superb two bedroom flat. Boasting excellent presentation and bespoke high specification decor. Accommodation comprising of a spacious reception room with door opening to a private balcony; modern fitted kitchen; two doub...,Banister House; Homerton High Street; London; E9,51.549403,-0.045098,2026-03-27T09:48:13Z,425000,695.0,Flat
173707961,Hackney,2,1.0,A well-presented two-bedroom split-level flat occupying the upper floors of an attractive Victorian house; offering generous living space and plenty of natural light throughout. The property features a large and inviting living room; a separate kitchen; two well-proportioned bedrooms and a m...,Elderfield Road; London; E5,51.55235,-0.046025,2026-03-25T18:09:04Z,600000,,Flat
173707805,Hackney,1,1.0,A well-presented one bedroom apartment on the sixth floor of the highly sought-after Dalston Square development. This property offers sweeping elevated views and contemporary living in the heart of East London. Bright and spacious; this home features: an open-plan; fully fitted kitchen...,Dalston Square; London; E8,51.545946,-0.074885,2026-03-27T08:14:49Z,375000,450.0,Apartment
171659885,Hackney,2,2.0,Within Hackney's thriving creative and sports hub; Blakestanley are excited to present this high spec; two bedroom apartment with patio garden. A youthful home of five years; packed with modern charm from its floor to ceiling windows; its open plan living reception / kitchen / diner featuring a t...,Wallis Road; E9,51.544395,-0.023616,2026-03-25T17:31:40Z,600000,866.0,Apartment
87668553,Hackney,2,1.0,Tucked in the heat of De Beauviour; this characterful maisonette reveals itself through a timber framed glazed frontage; a subtle prelude to the layered; thoughtful home beyond,Mortimer Road; De Beauvoir; London; N1,51.542882,-0.0792,2026-03-26T14:24:26Z,650000,510.0,Apartment
173701823,Hackney,2,2.0,Situated on the top (fifth) floor of a modern development is this two bedroom apartment with private south facing balcony; which Blakestanley are pleased to present to the market. The property offers 649sqft (60.3sqm) of living space; comprising of two double bedrooms; one with en-suite; a bathro...,Lovelace Street; E8,51.537936,-0.072845,2026-03-25T16:44:17Z,625000,660.0,Apartment
173701988,Hackney,4,2.0,Welcome to this charming mid-terrace house located on the desirable Mapledene Road in the vibrant E8 area of Hackney. This spacious property boasts an impressive 1;337sqft of living space; making it an ideal family home or a perfect setting for those who enjoy entertaining. The house features a w...,Mapledene Road; E8,51.54155,-0.06581,2026-03-25T17:19:24Z,1300000,1337.0,House
173700251,Hackney,2,2.0,Fantastic 768 Sq Ft Two Bed Two Bath In The Highly Acclaimed Dalston Square Development | 4th Floor | Dual Aspect With East Facing Balcony | Fitted Wardbrobes In Bedrooms | Ensuite Bathroom | Storage & Utility Cupboad | 24 Hr Concierge | Resident's Gymnasium | Communal Roof Garden | Dals...,Dalston Square; E8,51.544293,-0.074805,2026-03-29T03:52:59Z,650000,768.0,Flat
173690576,Hackney,2,2.0,Element Properties & Co are proud to present this modern; duplex two-bedroom; two bathroom apartment located within the beautiful City Plaza development. Boasting over 93.6 SQM (1008 SQFT); the property is comprised of two large double bedrooms; a separate bathroom; an en-suite bat...,Curtain Road; London; EC2A,51.525683,-0.08051,2026-03-26T00:10:04Z,600000,,Apartment
171370403,Hackney,2,1.0,A two double bedroom apartment on the third floor of the famous Gainsborough Studios. This canal side living property is finished to a high specification and features a private balcony overlooking the landscaped communal courtyard. The development has lift access and a 24 hour concierge.,Gainsborough Studios North; 1 Poole Street; Hoxton; N1,51.53612,-0.088808,2026-03-29T04:30:24Z,635000,,Flat
172143611,Hackney,1,1.0,Situated within a wonderful modern building; this 1 bedroom flat boasts stylish accommodation including a large open-plan reception room; a modern kitchen and a delightful Winter Garden.,Long Street; Shoreditch; London; E2,51.529,-0.0767,2026-03-26T11:51:48Z,575000,546.0,Flat
173684045,Hackney,3,3.0,JOHNS&CO are pleased to present this exceptional three bedroom; three bathroom apartment on the 39th floor of the prestigious Principal Tower.,Principal Tower; Canary Wharf; London; EC2A,51.522031,-0.078794,2026-03-25T15:00:07Z,1999000,1092.0,Apartment
